ano_calendario,ppg_codigo,ppg_nome,ppg_nota,institution_id,ies_sigla,nome_docente,doutorado_ano,regime_trabalho,carga_horaria,link_do_lattes,author_id,bolsista_produtividade,extrato_bolsa_produtividade,doutorado_institution_id,doutorado_institution_name,doutorado_ppg_codigo,doutorado_supervisor_id,doutorado_supervisor_name
2022,33003017005P8,CC,7,I181391015,UNICAMP,JACQUES WAINER,1991,Integral,40,http://lattes.cnpq.br/6499108085922209,A5002484344,FALSO,,I130769515,Pennsylvania State University,,A5075357799,Anthony Maida
2022,33003017005P8,CC,7,I181391015,UNICAMP,ISLENE CALCIOLARI GARCIA,2001,Integral,40,http://lattes.cnpq.br/6947551604323520,A5021027388,FALSO,,I181391015,Universidade Estadual de Campinas,33003017005P8,A5080173424,Luiz Eduardo Buzato
2022,33003017005P8,CC,7,I181391015,UNICAMP,HERVE CEDRIC YVIQUEL,2013,Integral,40,http://lattes.cnpq.br/3339703725728623,A5066663156,FALSO,,I56067802,Université de Rennes I,,A5070765151,Emmanuel Casseau
2022,33003017005P8,CC,7,I181391015,UNICAMP,HELIO PEDRINI,2000,Integral,40,http://lattes.cnpq.br/9600140904712115,A5065725754,VERDADEIRO,PQ1C,I165799507,Rensselaer Polytechnic Institute,,A5018298283,William Randolph Franklin
2022,33003017005P8,CC,7,I181391015,UNICAMP,GUILHERME PIMENTEL TELLES,2002,Integral,40,http://lattes.cnpq.br/9783560852644016,A5034874196,VERDADEIRO,PQ2,I181391015,Universidade Estadual de Campinas,,A5049169709,João Meidanis
2022,33003017005P8,CC,7,I181391015,UNICAMP,GUIDO COSTA SOUZA DE ARAUJO,1997,Integral,40,http://lattes.cnpq.br/8683914780987242,A5067675731,VERDADEIRO,PQ1B,I20089843,Princeton University,,A5085975362,Sharad Malik
2022,33003017005P8,CC,7,I181391015,UNICAMP,FLAVIO KEIDI MIYAZAWA,1997,Integral,40,http://lattes.cnpq.br/8436515676441851,A5040576989,VERDADEIRO,PQ1B,I17974374,Universidade de São Paulo,33002010006P8,A5054139790,Yoshiko Wakabayashi
2022,33003017005P8,CC,7,I181391015,UNICAMP,FABIO LUIZ USBERTI,2012,Integral,40,http://lattes.cnpq.br/6034522313829097,A5059488979,FALSO,,I181391015,Universidade Estadual de Campinas,33003017021P3,A5037250153,André Luiz Morelato França
2022,33003017005P8,CC,7,I181391015,UNICAMP,ESTHER LUNA COLOMBINI,2014,Integral,40,http://lattes.cnpq.br/0225560551183999,A5011531387,VERDADEIRO,PQ2,I107428990,Instituto Tecnológico de Aeronáutica,33011010005P0,A5068086847,Carlos Henrique Costa Ribeiro
2022,33003017005P8,CC,7,I181391015,UNICAMP,ELIANE MARTINS,1992,Integral,40,http://lattes.cnpq.br/7628786577802962,A5036160387,FALSO,,I4210139096,Ecole Nationale Supérieure de l'Aeronautique et de l'Espace,,A5012247591,David Powell
2022,33003017005P8,CC,7,I181391015,UNICAMP,EDSON BORIN,2007,Integral,40,http://lattes.cnpq.br/4176915322233893,A5040178299,VERDADEIRO,PQ2,I181391015,Universidade Estadual de Campinas,33003017005P8,A5067675731,Guido Costa Souza de Araújo
2022,33003017005P8,CC,7,I181391015,UNICAMP,EDMUNDO ROBERTO MAURO MADEIRA,1991,Integral,40,http://lattes.cnpq.br/1870389730408675,A5062676037,VERDADEIRO,PQ1D,I181391015,Universidade Estadual de Campinas,33003017021P3,A5026269967,Manuel de Jesus Mendes
2022,33003017005P8,CC,7,I181391015,UNICAMP,CLAUDIA MARIA BAUZER MEDEIROS,1985,Integral,40,http://lattes.cnpq.br/4643608666899616,A5024361328,VERDADEIRO,PQ1B,I151746483,University of Waterloo,,A5000681085,Frank William Tompa
2022,33003017005P8,CC,7,I181391015,UNICAMP,CID CARVALHO DE SOUZA,1993,Integral,40,http://lattes.cnpq.br/9852157976516603,A5005416520,FALSO,,I95674353,Université Catholique de Louvain,,A5070306586,LAURENCE WOLSEY
2022,33003017005P8,CC,7,I181391015,UNICAMP,CHRISTIANE NEME CAMPOS,2006,Integral,40,http://lattes.cnpq.br/7900515247220949,A5011810058,FALSO,,I181391015,Universidade Estadual de Campinas,33003017005P8,A5058600005,Célia Picinin de Mello
2022,33003017005P8,CC,7,I181391015,UNICAMP,CECILIA MARY FISCHER RUBIRA,2013,Integral,40,http://lattes.cnpq.br/1396497553199632,A5040866580,FALSO,,I78757542,Newcastle University,,A5050786463,Brian Randell
2022,33003017005P8,CC,7,I181391015,UNICAMP,BRENO BERNARD NICOLAU DE FRANCA,2015,Integral,40,http://lattes.cnpq.br/1827990606590127,A5078032670,FALSO,,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5042909836,Guilherme Horta Travassos
2022,33003017005P8,CC,7,I181391015,UNICAMP,ANDRE SANTANCHE,2006,Integral,40,http://lattes.cnpq.br/5121623021406209,A5035107721,FALSO,,I181391015,Universidade Estadual de Campinas,33003017005P8,A5024361328,Claudia Maria Bauzer Medeiros
2022,33003017005P8,CC,7,I181391015,UNICAMP,ANDERSON DE REZENDE ROCHA,2009,Integral,40,http://lattes.cnpq.br/1521815731111261,A5006955867,VERDADEIRO,PQ1C,I181391015,Universidade Estadual de Campinas,33003017005P8,A5006749804,Siome Klein Goldenstein
2022,33003017005P8,CC,7,I181391015,UNICAMP,ALEXANDRE XAVIER FALCAO,1997,Integral,40,http://lattes.cnpq.br/7533729699758819,A5015267493,VERDADEIRO,PQ1A,I181391015,Universidade Estadual de Campinas,33003017021P3,A5087970571,Roberto de Alencar Lotufo
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ZHAO LIANG,1998,Integral,8,http://lattes.cnpq.br/1531713258988427,A5047908747,VERDADEIRO,PQ1C,I107428990,Instituto Tecnológico de Aeronáutica,33011010005P0,A5005900901,NIZAM OMAR
2022,33002045004P1,CCMC,7,I17974374,USP/SC,VANDERLEI BONATO,2008,Dedicação Exclusiva,35,http://lattes.cnpq.br/3185627819021012,A5036447409,FALSO,,I17974374,Universidade de São Paulo,,A5032834863,Dr. Eduardo Marques
2022,33002045004P1,CCMC,7,I17974374,USP/SC,TIAGO PEREIRA DA SILVA,2007,Dedicação Exclusiva,5,http://lattes.cnpq.br/7879216332273376,A5062734796,VERDADEIRO,PQ1D,I176453806,University of Potsdam,,A5085207296,Jürgen Kurths
2022,33002045004P1,CCMC,7,I17974374,USP/SC,THIAGO ALEXANDRE SALGUEIRO PARDO,2005,Dedicação Exclusiva,40,http://lattes.cnpq.br/7078737101024368,A5036475121,FALSO,,I17974374,Universidade de São Paulo,33002045004P1,A5075011291,Maria das Graças Volpe Nunes
2022,33002045004P1,CCMC,7,I17974374,USP/SC,SOLANGE OLIVEIRA REZENDE,1993,Dedicação Exclusiva,35,http://lattes.cnpq.br/8526960535874806,A5073365814,VERDADEIRO,PQ2,I17974374,Universidade de São Paulo,,A5024578611,Henrique Rozenfeld
2022,33002045004P1,CCMC,7,I17974374,USP/SC,SIMONE DO ROCIO SENGER DE SOUZA,2001,Dedicação Exclusiva,35,http://lattes.cnpq.br/7137178343756327,A5020158687,TRUE,PQ2,I17974374,Instituto de Fí­sica de São Carlos,,A5012165860,José Carlos Maldonado
2022,33002045004P1,CCMC,7,I17974374,USP/SC,SEIJI ISOTANI,2009,Dedicação Exclusiva,40,http://lattes.cnpq.br/3030047284254233,A5006855037,TRUE,DT1D,I98285908,Osaka University,,A5078525116,Riichiro Mizoguchi
2022,33002045004P1,CCMC,7,I17974374,USP/SC,SARITA MAZZINI BRUSCHI,2002,Dedicação Exclusiva,40,http://lattes.cnpq.br/4694142315497364,A5088766636,FALSE,,I17974374,Universidade de São Paulo,,A5032460968,Regina Helena Carlucci Santana
2022,33002045004P1,CCMC,7,I17974374,USP/SC,SANDRA MARIA ALUISIO,1995,Dedicação Exclusiva,40,http://lattes.cnpq.br/4793072701914550,A5059202822,FALSE,,I17974374,Universidade de São Paulo,33002045002P9,A5088969235,Prof. Dr. Osvaldo Novais de Oliveira Junior
2022,33002045004P1,CCMC,7,I17974374,USP/SC,RUDINEI GOULARTE,2003,Dedicação Exclusiva,40,http://lattes.cnpq.br/2854771102810220,A5026506271,FALSE,,I17974374,Universidade de São Paulo,,A5033046092,Edson dos Santos Moreira
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ROSELI APARECIDA FRANCELIN ROMERO,1993,Dedicação Exclusiva,40,http://lattes.cnpq.br/0241862487783754,A5089891618,FALSE,,I181391015,Universidade Estadual de Campinas,33003017021P3,A5009222136,Fernando Antonio Campos Gomide
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ROSANE MINGHIM,1995,Dedicação Exclusiva,35,http://lattes.cnpq.br/5138799833042314,A5066927815,FALSE,,I1118541,University of East Anglia,,A5088157983,Archibald Robin Forrest
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ROSANA TERESINHA VACCARE BRAGA,2012,Dedicação Exclusiva,40,http://lattes.cnpq.br/5877415967509579,A5066338145,FALSE,,I17974374,Universidade de São Paulo,33002045004P1,A5059382995,Paulo Cesar Masiero
2022,33002045004P1,CCMC,7,I17974374,USP/SC,RODOLFO IPOLITO MENEGUETTE,2013,Dedicação Exclusiva,30,http://lattes.cnpq.br/4981889689994770,A5061636583,FALSE,,I181391015,Universidade Estadual de Campinas,33003017005P8,A5062676037,Edmundo Roberto Mauro Madeira
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ROBSON LEONARDO FERREIRA CORDEIRO,2011,Dedicação Exclusiva,30,http://lattes.cnpq.br/9869412005300784,A5085964688,FALSE,,I17974374,Universidade de São Paulo,33002045004P1,A5059121397,Caetano Traina Junior
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ROBERTO FEDERICO AUSAS,2010,Dedicação Exclusiva,40,http://lattes.cnpq.br/1743726998195607,A5074034939,TRUE,PQ1D,I2802473995,Instituto de Fisica Dr. J. A. Balseiro,,A5018666235,Gustavo Carlos Buscaglia
2022,33002045004P1,CCMC,7,I17974374,USP/SC,RICARDO MARCONDES MARCACINI,2014,Dedicação Exclusiva,40,http://lattes.cnpq.br/3272611282260295,A5020612681,FALSE,,I17974374,Universidade de São Paulo,33002045004P1,A5073365814,Solange Oliveira Rezende
2022,33002045004P1,CCMC,7,I17974374,USP/SC,PAULO SERGIO LOPES DE SOUZA,2000,Dedicação Exclusiva,40,http://lattes.cnpq.br/4254001833729264,A5050389250,FALSE,,I17974374,Instituto de Fí­sica de São Carlos Usp,,A5048395753,Marcos José Santana
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ODEMIR MARTINEZ BRUNO,2000,Dedicação Exclusiva,20,http://lattes.cnpq.br/4796921913434370,A5074213486,TRUE,PQ1C,I17974374,Universidade de São Paulo,33002045002P9,A5005669749,Luciano da Fontoura Costa
2022,33002045004P1,CCMC,7,I17974374,USP/SC,MURILO FRANCISCO TOME,1993,Dedicação Exclusiva,40,http://lattes.cnpq.br/4462292447937016,A5019242432,FALSE,,I181647926,University of Strathclyde,,A5016251631,Prof. Sean McKee
2022,33002045004P1,CCMC,7,I17974374,USP/SC,MOACIR ANTONELLI PONTI,2008,Dedicação Exclusiva,35,http://lattes.cnpq.br/5041497500746910,A5029845097,TRUE,PQ2,I177909021,Universidade Federal de São Carlos,33001014020P4,A5078572961,Nelson Delfino d'ávila Mascarenhas
2022,33002045004P1,CCMC,7,I17974374,USP/SC,MARISTELA OLIVEIRA DOS SANTOS,2000,Dedicação Exclusiva,35,http://lattes.cnpq.br/0756373063566786,A5086790392,TRUE,PQ2,I17974374,Universidade de São Paulo,33002045004P1,A5033451961,Marcos Nereu Arenales
2022,33002045004P1,CCMC,7,I17974374,USP/SC,MARINA ANDRETTA,2008,Dedicação Exclusiva,35,http://lattes.cnpq.br/2046970162506930,A5076225820,FALSE,,I17974374,Instituto de Matemática e Estatística,,A5087290455,Ernesto Julian Goldberg Birgin
2022,33002045004P1,CCMC,7,I17974374,USP/SC,MARIANA CURI,2006,Integral,10,http://lattes.cnpq.br/7025653928429545,A5014662344,FALSE,,I17974374,Universidade de São Paulo,33002010007P4,A5011493850,Julio da Motta Singer
2022,33002045004P1,CCMC,7,I17974374,USP/SC,MARIA DA GRACA CAMPOS PIMENTEL,2017,Dedicação Exclusiva,40,http://lattes.cnpq.br/4962820320879891,A5054251380,FALSE,,I20581793,University Of Kent At Canterbury,,A5033715114,Peter J Brown
2022,33002045004P1,CCMC,7,I17974374,USP/SC,MARIA CRISTINA FERREIRA DE OLIVEIRA,1990,Dedicação Exclusiva,35,http://lattes.cnpq.br/1278004515460973,A5012278873,TRUE,PQ1C,I161548249,Bangor University,,A5071374930,Peter J Fleming
2022,33002045004P1,CCMC,7,I17974374,USP/SC,MARCIO EDUARDO DELAMARO,1997,Dedicação Exclusiva,35,http://lattes.cnpq.br/2844974351441051,A5089721393,TRUE,PQ2,I17974374,Universidade de São Paulo,,A5012165860,José Carlos Maldonado
2022,33002045004P1,CCMC,7,I17974374,USP/SC,MARCELO GARCIA MANZATO,2011,Dedicação Exclusiva,40,http://lattes.cnpq.br/8598262641668520,A5091083068,TRUE,PQ2,I17974374,Universidade de São Paulo,33002045004P1,A5026506271,Prof. Dr. Rudinei Goularte
2022,33002045004P1,CCMC,7,I17974374,USP/SC,LUIS GUSTAVO NONATO,1998,Integral,35,http://lattes.cnpq.br/3794241680729178,A5011424640,TRUE,PQ1C,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012003P2,A5089819611,Geovan Tavares dos Santos
2022,33002045004P1,CCMC,7,I17974374,USP/SC,LEANDRO FRANCO DE SOUZA,2003,Dedicação Exclusiva,40,http://lattes.cnpq.br/7491976072797902,A5011099376,FALSE,,I107428990,Instituto Tecnológico de Aeronáutica,33011010008P0,A5090119794,Marcio Teixeira de Mendonça
2022,33002045004P1,CCMC,7,I17974374,USP/SC,KAMILA RIOS DA HORA RODRIGUES,2014,Dedicação Exclusiva,30,http://lattes.cnpq.br/9035684997439778,A5036563088,FALSO,,I177909021,Universidade Federal de São Carlos,,,Cesar Augusto Camillo Teixeira
2022,33002045004P1,CCMC,7,I17974374,USP/SC,KALINKA REGINA LUCAS JAQUIE CASTELO BRANCO,2004,Dedicação Exclusiva,36,http://lattes.cnpq.br/3559042497669898,A5021845040,FALSO,,I17974374,Universidade de São Paulo,,A5048395753,Marcos José Santana
2022,33002045004P1,CCMC,7,I17974374,USP/SC,JULIO CEZAR ESTRELLA,2010,Dedicação Exclusiva,40,http://lattes.cnpq.br/5433967267727516,A5065655419,FALSO,,I181391015,Universidade Estadual de Campinas,,A5068540423,Mário Jino
2022,33002045004P1,CCMC,7,I17974374,USP/SC,JOSE FERNANDO RODRIGUES JUNIOR,2007,Integral,35,http://lattes.cnpq.br/9347760158370905,A5004085192,VERDADEIRO,PQ2,I17974374,Universidade de São Paulo,33002045004P1,A5049856227,Agma Juci Machado Traina
2022,33002045004P1,CCMC,7,I17974374,USP/SC,JOSE CARLOS MALDONADO,2014,Integral,35,http://lattes.cnpq.br/8807333466702951,A5012165860,VERDADEIRO,PQ1A,I40120149,Oxford University Computing Laboratory,,,Sean McKee
2022,33002045004P1,CCMC,7,I17974374,USP/SC,JOSE ALBERTO CUMINATO,2017,Dedicação Exclusiva,35,http://lattes.cnpq.br/7320090199496500,A5027973658,VERDADEIRO,PQ1D,I181391015,Universidade Estadual de Campinas,33003017030P2,A5064698120,Edson Françozo
2022,33002045004P1,CCMC,7,I17974374,USP/SC,JOAO LUIS GARCIA ROSA,1999,Dedicação Exclusiva,40,http://lattes.cnpq.br/7514074129301673,A5047073710,FALSO,,I124357947,University of London,,A5082526083,Richard I Kitney
2022,33002045004P1,CCMC,7,I17974374,USP/SC,JOAO DO ESPIRITO SANTO BATISTA NETO,1996,Dedicação Exclusiva,40,http://lattes.cnpq.br/9129748440846907,A5036563088,FALSO,,I17974374,Universidade de São Paulo,33002045004P1,A5032460968,Regina Helena Carlucci Santana
2022,33002045004P1,CCMC,7,I17974374,USP/SC,JO UEYAMA,2006,Dedicação Exclusiva,35,http://lattes.cnpq.br/8098209307634371,A5023928945,VERDADEIRO,DT1C,I67415387,Lancaster University,,A5018791192,Geoff Coulson
2022,33002045004P1,CCMC,7,I17974374,USP/SC,GUSTAVO CARLOS BUSCAGLIA,1993,Dedicação Exclusiva,35,http://lattes.cnpq.br/5368167403557640,A5018666235,VERDADEIRO,PQ1B,I2802473995,Instituto de Fisica Dr. J. A. Balseiro,,A5018931652,Fernando Guillermo Basombrio
2022,33002045004P1,CCMC,7,I17974374,USP/SC,FRANKLINA MARIA BRAGION DE TOLEDO,1998,Dedicação Exclusiva,36,http://lattes.cnpq.br/3197500103141618,A5080077203,VERDADEIRO,PQ1C,I181391015,Universidade Estadual de Campinas,33003017021P3,A5079264041,Vinicius Amaral Armentano
2022,33002045004P1,CCMC,7,I17974374,USP/SC,FRANCISCO APARECIDO RODRIGUES,2007,Dedicação Exclusiva,25,http://lattes.cnpq.br/2153014839354888,A5061851539,VERDADEIRO,PQ1D,I17974374,Universidade de São Paulo,33002010002P2,A5005669749,Luciano da Fontoura Costa
2022,33002045004P1,CCMC,7,I17974374,USP/SC,FERNANDO SANTOS OSORIO,1998,Dedicação Exclusiva,35,http://lattes.cnpq.br/7396818382676736,A5046850115,FALSO,,I106785703,Institut National Polytechique de Grenoble,,A5062085201,Philippe Jorrand
2022,33002045004P1,CCMC,7,I17974374,USP/SC,FABRICIO SIMEONI DE SOUSA,2005,Dedicação Exclusiva,35,http://lattes.cnpq.br/1361624597372651,A5075588234,VERDADEIRO,PQ1D,I17974374,Universidade de São Paulo,33002045004P1,A5065310241,Norberto Mangiavacchi
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ELLEN FRANCINE BARBOSA,2004,Dedicação Exclusiva,35,http://lattes.cnpq.br/7913302545613108,A5001800899,FALSO,,I17974374,Universidade de São Paulo,,A5012165860,José Carlos Maldonado
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ELISA YUMI NAKAGAWA,2006,Dedicação Exclusiva,40,http://lattes.cnpq.br/7494142007764616,A5051850325,VERDADEIRO,PQ1D,I17974374,Universidade de São Paulo /ICMC,,A5012165860,Prof. Dr. José Carlos Maldonado
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ELIAS SALOMAO HELOU NETO,2009,Dedicação Exclusiva,40,http://lattes.cnpq.br/5434724108176150,A5071584113,VERDADEIRO,PQ1C,I181391015,Universidade Estadual de Campinas,33003017004P1,A5066610984,Alvaro Rodolfo De Pierro
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ELAINE PARROS MACHADO DE SOUSA,2006,Dedicação Exclusiva,40,http://lattes.cnpq.br/6253898580239376,A5046379649,FALSO,,I17974374,Universidade de São Paulo,33002045004P1,A5059121397,Caetano Traina Junior
2022,33002045004P1,CCMC,7,I17974374,USP/SC,EDUARDO FONTOURA COSTA,2000,Dedicação Exclusiva,40,http://lattes.cnpq.br/5106492431042243,A5047167568,VERDADEIRO,PQ1D,I181391015,Universidade Estadual de Campinas,33003017021P3,A5010626693,João Bosco Ribeiro do Val
2022,33002045004P1,CCMC,7,I17974374,USP/SC,DILVAN DE ABREU MOREIRA,1995,Dedicação Exclusiva,40,http://lattes.cnpq.br/6806241288652019,A5005135246,FALSO,,I20581793,University of Kent,,A5034015698,Les Walczowski
2022,33002045004P1,CCMC,7,I17974374,USP/SC,DIEGO RAPHAEL AMANCIO,2013,Dedicação Exclusiva,40,http://lattes.cnpq.br/8763967270082717,A5074263397,VERDADEIRO,PQ2,I17974374,Universidade de São Paulo,,A5005669749,Luciano da Fontoura Costa
2022,33002045004P1,CCMC,7,I17974374,USP/SC,DENIS FERNANDO WOLF,2006,Integral,40,http://lattes.cnpq.br/8948846267711214,A5047424364,VERDADEIRO,PQ2,I1174212,University of Southern California,,A5077367921,Gaurav Sukhatme
2022,33002045004P1,CCMC,7,I17974374,USP/SC,DENIS FERNANDO WOLF,2006,Integral,35,http://lattes.cnpq.br/8948846267711214,A5047424364,VERDADEIRO,PQ2,I1174212,University of Southern California,,A5077367921,Gaurav Sukhatme
2022,33002045004P1,CCMC,7,I17974374,USP/SC,CRISTINA DUTRA DE AGUIAR CIFERRI,2002,Integral,35,http://lattes.cnpq.br/8713285339065842,A5036767529,FALSO,,I25112270,Universidade Federal de Pernambuco,25001019004P6,A5001742600,Fernando da Fonseca de Souza
2022,33002045004P1,CCMC,7,I17974374,USP/SC,CLAUDIO FABIANO MOTTA TOLEDO,2005,Dedicação Exclusiva,35,http://lattes.cnpq.br/0359360551958223,A5037695680,VERDADEIRO,PQ2,I181391015,Universidade Estadual de Campinas,33003017021P3,A5021384958,Paulo Morelato França
2022,33002045004P1,CCMC,7,I17974374,USP/SC,CAETANO TRAINA JUNIOR,1986,Dedicação Exclusiva,40,http://lattes.cnpq.br/5118629875846648,A5059121397,TRUE,PQ1B,I17974374,Universidade de São Paulo,33002045004P1,A5090803955,Jan Frans Willem Slaets
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ANTONIO CASTELO FILHO,2019,Dedicação Exclusiva,30,http://lattes.cnpq.br/9890260144844047,A5075052095,FALSE,,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012003P2,A5089819611,Geovan Tavares dos Santos
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ANDRE CARLOS PONCE DE LEON FERREIRA DE CARVALHO,2011,Dedicação Exclusiva,30,http://lattes.cnpq.br/9674541381385819,A5079499583,TRUE,PQ1A,I20581793,University of Kent,,A5047840462,Michael Fairhurst
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ALNEU DE ANDRADE LOPES,2001,Integral,35,http://lattes.cnpq.br/9140990601961322,A5071993604,TRUE,PQ2,I4210146999,Universidade do Porto,,A5074059438,Pavel B Brazdil
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ALEXANDRE CLAUDIO BOTAZZO DELBEM,2002,Dedicação Exclusiva,20,http://lattes.cnpq.br/1201079310363734,A5084551356,FALSE,,I17974374,Universidade de São Paulo,33002045004P1,A5023294140,Newton Geraldo Bretas
2022,33002045004P1,CCMC,7,I17974374,USP/SC,AGMA JUCI MACHADO TRAINA,1991,Integral,36,http://lattes.cnpq.br/5136155977351408,A5014783020,TRUE,PQ1B,I17974374,Universidade de São Paulo,33002045004P1,A5090803955,Jan Frans W Slaets
2022,33002045004P1,CCMC,7,I17974374,USP/SC,AFONSO PAIVA NETO,2007,Integral,35,http://lattes.cnpq.br/9274817658247444,A5069205282,TRUE,PQ2,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012003P2,A5089819611,Geovan Tavares dos Santos
2022,33002045004P1,CCMC,7,I17974374,USP/SC,ADENILSO DA SILVA SIMAO,2004,Integral,35,http://lattes.cnpq.br/9836776931160228,A5074756110,TRUE,PQ2,I17974374,Universidade de São Paulo,33002045004P1,A5012165860,José Carlos Maldonado
2022,32001010004P6,CC,7,I110200422,UFMG,WILLIAM ROBSON SCHWARTZ,2010,Integral,40,http://lattes.cnpq.br/0704592200063682,A5044741265,TRUE,PQ1B,I66946132,University of Maryland at College Park,,A5055264952,Larry S. Davis
2022,32001010004P6,CC,7,I110200422,UFMG,WAGNER MEIRA JUNIOR,2017,Integral,30,http://lattes.cnpq.br/9092587237114334,A5063198522,TRUE,PQ1A,I5388228,University of Rochester,,A5031575679,Thomas John LeBlanc
2022,32001010004P6,CC,7,I110200422,UFMG,VIRGILIO AUGUSTO FERNANDES ALMEIDA,1987,Integral,40,http://lattes.cnpq.br/9417286617377998,A5009951012,TRUE,PQ1A,I200719446,Vanderbilt University,,A5047531562,Larry Dowdy
2022,32001010004P6,CC,7,I110200422,UFMG,VINICIUS FERNANDES DOS SANTOS,2013,Integral,20,http://lattes.cnpq.br/6270626469557436,A5009552803,TRUE,PQ2,I122140584,Universidade Federal do Rio de Janeiro,31001017004P3,A5004984970,Jayme Luiz Szwarcfiter
2022,32001010004P6,CC,7,I110200422,UFMG,THIAGO FERREIRA DE NORONHA,2008,Integral,40,http://lattes.cnpq.br/5748979136074637,A5070339603,TRUE,PQ2,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5032142322,Celso Cruz Carneiro Ribeiro
2022,32001010004P6,CC,7,I110200422,UFMG,SERGIO VALE AGUIAR CAMPOS,1996,Integral,20,http://lattes.cnpq.br/6438645213502821,A5020200827,FALSE,,I74973139,Carnegie Mellon University,,A5090974026,Edmund M Clarke
2022,32001010004P6,CC,7,I110200422,UFMG,SEBASTIAN ALBERTO URRUTIA,2005,Integral,40,http://lattes.cnpq.br/6852348890045723,A5032052316,FALSE,,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5032142322,Celso Carneiro Ribeiro
2022,32001010004P6,CC,7,I110200422,UFMG,RODRYGO LUIS TEODORO SANTOS,2013,Dedicação Exclusiva,40,http://lattes.cnpq.br/1162362624079364,A5025385531,TRUE,PQ2,I7882870,University of Glasgow,,A5079046603,Iadh Ounis
2022,32001010004P6,CC,7,I110200422,UFMG,RENATO VIMIEIRO,2012,Integral,40,http://lattes.cnpq.br/5736183954752317,A5036374454,FALSE,,I78757542,The University of Newcastle Australia,,A5041229487,Pablo Alberto Moscato
2022,32001010004P6,CC,7,I110200422,UFMG,RENATO MARTINS ASSUNCAO,1994,Integral,30,http://lattes.cnpq.br/3575559872183767,A5009808819,TRUE,PQ1B,I201448701,University of Washington,,A5006979328,Peter Guttorp
2022,32001010004P6,CC,7,I110200422,UFMG,RENATO ANTONIO CELSO FERREIRA,2001,Integral,40,http://lattes.cnpq.br/3446817929796674,A5018179311,TRUE,PQ1D,I66946132,University Of Maryland At College Park,,A5072946826,Joel H. Saltz
2022,32001010004P6,CC,7,I110200422,UFMG,RAQUEL OLIVEIRA PRATES,1998,Integral,40,http://lattes.cnpq.br/2951269593210008,A5022315746,FALSE,,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012004P9,A5034425412,Clarisse Sieckenius de Souza
2022,32001010004P6,CC,7,I110200422,UFMG,RAQUEL CARDOSO DE MELO MINARDI,2008,Integral,20,http://lattes.cnpq.br/9274887847308980,A5069672238,TRUE,PQ2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5005875428,Marcelo Matos Santoro
2022,32001010004P6,CC,7,I110200422,UFMG,PHABLO FERNANDO SOARES MOURA,2017,Dedicação Exclusiva,40,http://lattes.cnpq.br/1410613909006372,A5062469450,FALSE,,I17974374,Universidade de São Paulo,33002010176P0,A5054139790,Yoshiko Wakabayashi
2022,32001010004P6,CC,7,I110200422,UFMG,PEDRO OLMO STANCIOLI VAZ DE MELO,2011,Dedicação Exclusiva,40,http://lattes.cnpq.br/3262926164579789,A5023882015,TRUE,PQ2,I110200422,Universidade Federal de Minas Gerais,32001010004P6,A5076640892,Antonio Alfredo Ferreira Loureiro
2022,32001010004P6,CC,7,I110200422,UFMG,OMAR PARANAIBA VILELA NETO,2009,Integral,40,http://lattes.cnpq.br/6799776599317117,A5023995796,TRUE,PQ2,I2699952,Pontifícia Universidade Católica do Rio de Janeiro,31005012011P5,A5091743378,Marco Aurélio Cavalcanti Pacheco
2022,32001010004P6,CC,7,I110200422,UFMG,OLGA NIKOLAEVNA GOUSSEVSKAIA,2009,Integral,40,http://lattes.cnpq.br/4245038207639425,A5014660689,FALSE,,I35440088,Swiss Federal Institute of Technology Zurich,,A5078339613 A5061316646,Roger Wattenhofer
2022,32001010004P6,CC,7,I110200422,UFMG,NIVIO ZIVIANI,1982,Integral,40,http://lattes.cnpq.br/3527197809276361,A5067195269,TRUE,PQ1A,I151746483,University of Waterloo,,A5013025384,Gaston Gonnet
